breach_id,ticket_id,breach_type,sla_target_hours,actual_hours,breach_minutes
826,6441,resolution,24,28.89,293
827,6447,resolution,24,26.35,141
828,6450,resolution,8,12.16,249
829,6451,resolution,8,10.25,135
830,6461,resolution,72,74.35,140
831,6463,resolution,72,74.87,172
832,6467,resolution,72,75.84,230
833,6503,resolution,72,74.69,161
834,6506,resolution,24,27.97,238
835,6512,resolution,72,75.9,234
836,6522,resolution,24,29.58,334
837,6526,resolution,24,29.16,309
838,6529,resolution,24,29.03,301
839,6535,resolution,24,25.58,94
840,6543,resolution,8,11.47,208
841,6547,resolution,24,27.03,181
842,6549,resolution,24,28.78,286
843,6569,resolution,72,73.84,110
844,6605,resolution,72,74.93,176
845,6607,resolution,72,75.18,190
846,6608,resolution,24,27.47,208
847,6615,resolution,24,25.99,119
848,6631,resolution,8,10.6,155
849,6646,resolution,72,76.96,297
850,6647,resolution,8,13.5,329
851,6655,resolution,24,26.41,144
852,6656,resolution,8,13.14,308
853,6659,resolution,72,73.8,107
854,6662,resolution,24,25.64,98
855,6675,resolution,72,77.0,300
856,6679,resolution,24,26.3,138
857,6680,resolution,24,29.28,317
858,6687,resolution,72,73.44,86
859,6707,resolution,72,75.9,234
860,6711,resolution,72,75.88,232
861,6724,resolution,24,29.5,329
862,6729,resolution,24,27.83,230
863,6732,resolution,72,77.13,307
864,6734,resolution,72,74.02,121
865,6764,resolution,72,76.66,279
866,6766,resolution,24,29.11,306
867,6767,resolution,24,28.27,256
868,6770,resolution,72,75.99,239
869,6783,resolution,72,76.14,248
870,6786,resolution,24,26.18,130
871,6792,resolution,72,76.92,295
872,6805,resolution,72,76.16,249
873,6811,resolution,8,12.1,246
874,6814,resolution,24,25.63,97
875,6831,resolution,72,75.13,187
876,6851,resolution,72,77.79,347
877,6861,resolution,72,75.98,238
878,6866,resolution,72,76.32,258
879,6873,resolution,72,74.04,122
880,6884,resolution,24,29.51,330
881,6889,resolution,72,77.98,358
882,6891,resolution,72,74.26,135
883,6894,resolution,72,76.68,281
884,6898,resolution,72,77.01,300
885,6900,resolution,8,9.24,74
886,6910,resolution,24,27.47,208
887,6912,resolution,24,28.17,250
888,6922,resolution,72,76.75,284
889,6923,resolution,72,74.15,129
890,6924,resolution,24,26.59,155
891,6929,resolution,72,75.25,195
892,6949,resolution,72,73.86,111
893,6976,resolution,8,12.75,285
894,6977,resolution,8,11.5,210
895,6979,resolution,24,29.68,340
896,6981,resolution,24,25.55,93
897,6982,resolution,72,77.45,327
898,7008,resolution,24,27.81,228
899,7010,resolution,24,29.62,337
900,7021,resolution,8,10.3,137
901,7026,resolution,24,25.1,66
902,7030,resolution,72,73.15,69
903,7040,resolution,24,25.49,89
904,7064,resolution,72,75.96,237
905,7068,resolution,8,10.72,162
906,7070,resolution,24,25.6,95
907,7084,resolution,24,25.29,77
908,7099,resolution,8,13.99,359
909,7123,resolution,8,9.69,101
910,7132,resolution,24,25.8,107
911,7150,resolution,72,74.16,129
912,7154,resolution,24,28.21,252
913,7162,resolution,8,13.8,347
914,7174,resolution,8,10.46,147
915,7196,resolution,24,28.34,260
916,7202,resolution,8,9.3,78
917,7205,resolution,72,75.27,196
918,7210,resolution,24,25.23,73
919,7216,resolution,72,75.43,205
920,7227,resolution,72,75.93,235
921,7231,resolution,24,29.58,334
922,7239,resolution,8,10.33,139
923,7249,resolution,72,76.77,286
924,7257,resolution,24,25.43,85
925,7264,resolution,72,73.62,96
926,7295,resolution,24,29.53,331
927,7321,resolution,24,27.82,229
928,7346,resolution,72,74.97,178
929,7349,resolution,72,75.36,201
930,7350,resolution,8,13.77,346
931,7353,resolution,72,76.66,279
932,7358,resolution,72,76.19,251
933,7383,resolution,72,73.42,85
934,7392,resolution,24,26.72,163
935,7397,resolution,72,77.0,300
936,7407,resolution,72,73.56,93
937,7408,resolution,24,29.9,353
938,7426,resolution,72,76.53,271
939,7436,resolution,24,25.6,95
940,7449,resolution,72,73.19,71
941,7464,resolution,8,13.03,301
942,7466,resolution,72,74.29,137
943,7481,resolution,24,25.66,99
944,7491,resolution,4,8.99,299
945,7495,resolution,72,76.09,245
946,7504,resolution,24,28.52,270
947,7513,resolution,72,73.2,72
948,7515,resolution,24,29.04,302
949,7536,resolution,72,73.8,107
950,7545,resolution,72,74.7,161
951,7551,resolution,24,28.92,295
952,7566,resolution,24,28.33,259
953,7567,resolution,24,29.84,350
954,7569,resolution,24,26.21,132
955,7575,resolution,24,28.3,258
956,7587,resolution,24,27.73,224
957,7596,resolution,4,6.98,179
958,7597,resolution,72,76.3,258
959,7598,resolution,24,26.05,123
960,7613,resolution,72,75.85,231
961,7619,resolution,24,29.53,331
962,7639,resolution,72,73.34,80
963,7641,resolution,24,28.84,290
964,7642,resolution,24,27.37,202
965,7648,resolution,24,29.62,337
966,7652,resolution,72,77.39,323
967,7661,resolution,24,25.9,114
968,7665,resolution,72,73.37,82
969,7670,resolution,24,27.6,215
970,7680,resolution,72,75.43,205
971,7681,resolution,24,27.89,233
972,7691,resolution,72,73.43,85
973,7694,resolution,72,77.1,305
974,7700,resolution,24,26.63,157
975,7713,resolution,24,26.89,173
976,7718,resolution,24,25.43,86
977,7734,resolution,72,75.41,204
978,7738,resolution,4,8.14,248
979,7741,resolution,24,26.62,157
980,7747,resolution,24,29.77,346
981,7755,resolution,24,27.11,186
982,7760,resolution,72,75.18,190
983,7769,resolution,72,74.06,123
984,7780,resolution,24,26.94,176
985,7796,resolution,72,73.31,78
986,7797,resolution,72,76.19,251
987,7799,resolution,24,26.9,174
988,7800,resolution,24,27.63,218
989,7803,resolution,72,76.31,258
990,7805,resolution,24,27.7,222
991,7813,resolution,72,76.48,268
992,7816,resolution,24,27.28,197
993,7817,resolution,24,25.05,63
994,7827,resolution,8,12.35,261
995,7832,resolution,8,11.62,217
996,7839,resolution,24,29.99,359
997,7870,resolution,72,77.69,341
998,7880,resolution,24,26.35,140
999,7909,resolution,24,26.33,139
1000,7910,resolution,24,25.77,106
1001,7925,resolution,24,28.77,286
1002,7928,resolution,24,28.1,246
1003,7936,resolution,24,28.63,277
1004,7937,resolution,8,11.67,220
1005,7947,resolution,24,25.85,110
1006,7957,resolution,24,29.16,309
1007,7988,resolution,24,28.6,276
1008,7996,resolution,4,6.91,174
1009,8004,resolution,8,10.69,161
1010,8029,resolution,24,28.13,247
1011,8055,resolution,24,28.33,259
1012,8059,resolution,72,73.66,99
1013,8061,resolution,24,29.15,309
1014,8071,resolution,72,76.53,272
1015,8083,resolution,8,9.61,96
1016,8090,resolution,72,76.84,290
1017,8091,resolution,24,27.02,181
1018,8092,resolution,8,11.42,205
1019,8099,resolution,24,28.49,269
1020,8103,resolution,72,74.22,133
1021,8104,resolution,8,13.45,326
1022,8107,resolution,8,11.77,226
1023,8132,resolution,72,73.66,99
1024,8133,resolution,72,77.4,323
1025,8135,resolution,24,28.33,259
1026,8148,resolution,24,25.98,118
1027,8187,resolution,72,74.73,164
1028,8200,resolution,24,27.47,208
1029,8204,resolution,72,73.35,80
1030,8211,resolution,24,27.85,230
1031,8214,resolution,24,25.1,66
1032,8230,resolution,24,29.5,330
1033,8232,resolution,72,76.93,295
1034,8234,resolution,72,73.96,117
1035,8241,resolution,24,28.22,253
1036,8260,resolution,72,77.48,328
1037,8261,resolution,72,77.95,357
1038,8264,resolution,24,26.7,161
1039,8282,resolution,24,25.35,80
1040,8283,resolution,72,75.76,225
1041,8304,resolution,8,10.68,160
1042,8308,resolution,72,75.73,223
1043,8326,resolution,72,73.44,86
1044,8340,resolution,72,75.17,190
1045,8346,resolution,8,9.2,71
1046,8365,resolution,72,74.75,164
1047,8403,resolution,72,76.6,276
1048,8414,resolution,72,74.35,141
1049,8419,resolution,72,75.99,239
1050,8428,resolution,24,28.73,283
1051,8431,resolution,8,11.76,225
1052,8434,resolution,72,77.45,326
1053,8436,resolution,8,10.86,171
1054,8473,resolution,72,77.1,306
1055,8487,resolution,72,77.72,343
1056,8489,resolution,8,11.74,224
1057,8493,resolution,72,77.77,346
1058,8494,resolution,8,11.29,197
1059,8512,resolution,24,26.88,172
1060,8520,resolution,24,28.54,272
1061,8526,resolution,72,73.62,97
1062,8537,resolution,4,9.23,313
1063,8550,resolution,24,26.24,134
1064,8553,resolution,24,28.49,269
1065,8555,resolution,72,76.99,299
1066,8557,resolution,24,28.66,279
1067,8565,resolution,4,5.24,74
1068,8566,resolution,4,8.08,244
1069,8570,resolution,72,73.96,117
1070,8586,resolution,24,29.78,346
1071,8594,resolution,72,74.06,123
1072,8609,resolution,72,73.99,119
1073,8611,resolution,24,25.53,91
1074,8632,resolution,72,73.22,73
1075,8647,resolution,72,73.58,94
1076,8652,resolution,72,76.46,267
1077,8666,resolution,72,73.76,105
1078,8689,resolution,24,29.46,327
1079,8692,resolution,24,27.03,181
1080,8694,resolution,72,77.47,328
1081,8714,resolution,24,29.18,310
1082,8738,resolution,8,9.17,69
1083,8740,resolution,72,75.41,204
1084,8741,resolution,72,77.99,359
1085,8750,resolution,72,75.56,213
1086,8756,resolution,24,27.34,200
1087,8766,resolution,24,25.76,105
1088,8770,resolution,24,26.41,144
1089,8792,resolution,24,29.36,321
1090,8813,resolution,24,28.1,246
1091,8814,resolution,24,26.57,154
1092,8826,resolution,24,26.88,172
1093,8830,resolution,8,13.06,303
1094,8833,resolution,8,11.02,180
1095,8843,resolution,72,76.76,285
1096,8845,resolution,24,29.76,345
1097,8847,resolution,8,10.61,156
1098,8850,resolution,4,8.5,269
1099,8852,resolution,24,25.53,92
1100,8854,resolution,4,9.89,353
1101,8862,resolution,72,76.13,247
1102,8866,resolution,72,75.7,221
1103,8869,resolution,24,28.99,299
1104,8870,resolution,24,27.35,201
1105,8873,resolution,24,27.6,215
1106,8884,resolution,72,76.95,297
1107,8885,resolution,24,27.5,210
1108,8891,resolution,24,29.75,345
1109,8894,resolution,24,28.8,288
1110,8897,resolution,72,74.57,154
1111,8900,resolution,8,9.96,117
1112,8903,resolution,72,73.08,64
1113,8905,resolution,24,29.37,322
1114,8910,resolution,72,76.23,253
1115,8913,resolution,24,29.57,334
1116,8929,resolution,24,27.03,181
1117,8936,resolution,72,76.91,294
1118,8941,resolution,72,74.78,167
1119,8942,resolution,4,6.46,147
1120,8962,resolution,24,27.2,192
1121,8963,resolution,72,74.74,164
1122,8976,resolution,72,76.48,269
1123,8982,resolution,24,27.74,224
1124,8986,resolution,72,77.11,306
1125,8993,resolution,24,27.03,181
1126,9013,resolution,24,25.68,101
1127,9015,resolution,72,75.6,216
1128,9020,resolution,72,76.17,250
1129,9039,resolution,24,28.4,263
1130,9046,resolution,72,75.6,216
1131,9052,resolution,24,27.67,220
1132,9054,resolution,72,74.52,151
1133,9062,resolution,24,28.4,264
1134,9074,resolution,8,12.55,273
1135,9097,resolution,24,28.25,254
1136,9098,resolution,72,77.19,311
1137,9100,resolution,24,27.02,181
1138,9106,resolution,24,29.37,322
1139,9111,resolution,4,8.28,256
1140,9112,resolution,72,73.72,103
1141,9116,resolution,8,13.05,303
1142,9149,resolution,72,74.3,138
1143,9152,resolution,72,77.03,301
1144,9168,resolution,24,26.76,165
1145,9181,resolution,24,25.74,104
1146,9204,resolution,4,9.14,308
1147,9208,resolution,24,29.46,327
1148,9212,resolution,24,27.3,198
1149,9221,resolution,72,75.98,238
1150,9233,resolution,24,28.07,244
1151,9244,resolution,24,29.59,335
1152,9264,resolution,72,74.87,172
1153,9276,resolution,72,77.71,342
1154,9307,resolution,72,73.05,62
1155,9310,resolution,72,76.06,243
1156,9322,resolution,72,74.01,120
1157,9323,resolution,8,10.2,132
1158,9327,resolution,72,73.14,68
1159,9341,resolution,8,13.94,356
1160,9352,resolution,24,27.76,225
1161,9367,resolution,72,77.23,313
1162,9371,resolution,24,27.99,239
1163,9373,resolution,8,10.69,161
1164,9390,resolution,24,28.11,246
1165,9395,resolution,24,27.55,212
1166,9397,resolution,4,5.92,115
1167,9398,resolution,72,74.06,123
1168,9405,resolution,8,10.41,144
1169,9407,resolution,8,12.28,257
1170,9417,resolution,24,25.83,109
1171,9423,resolution,72,73.56,93
1172,9424,resolution,24,25.82,109
1173,9431,resolution,8,11.43,205
1174,9433,resolution,8,12.61,276
1175,9436,resolution,24,29.81,348
1176,9447,resolution,72,73.5,89
1177,9455,resolution,72,75.36,201
1178,9462,resolution,24,29.36,321
1179,9481,resolution,24,26.36,141
1180,9490,resolution,24,25.77,105
1181,9496,resolution,24,25.31,78
1182,9501,resolution,24,29.72,343
1183,9502,resolution,72,76.78,286
1184,9504,resolution,24,26.44,146
1185,9505,resolution,72,73.12,67
1186,9507,resolution,8,11.87,232
1187,9512,resolution,72,73.13,68
1188,9521,resolution,24,26.06,123
1189,9532,resolution,24,27.05,182
1190,9545,resolution,72,76.88,292
1191,9565,resolution,8,9.8,107
1192,9569,resolution,72,76.17,250
1193,9588,resolution,4,8.62,277
1194,9592,resolution,24,27.9,233
1195,9599,resolution,24,27.27,196
1196,9601,resolution,8,11.52,211
1197,9603,resolution,24,25.55,93
1198,9616,resolution,24,29.24,314
1199,9622,resolution,24,29.35,320
1200,9627,resolution,24,28.91,294
1201,9628,resolution,24,28.04,242
1202,9641,resolution,72,76.54,272
1203,9649,resolution,72,74.86,171
1204,9658,resolution,24,28.64,278
1205,9667,resolution,24,26.35,141
1206,9678,resolution,8,12.73,283
1207,9679,resolution,72,76.43,265
1208,9686,resolution,72,73.98,118
1209,9694,resolution,24,28.58,274
1210,9695,resolution,8,9.64,98
1211,9696,resolution,72,77.56,333
1212,9698,resolution,4,9.27,316
1213,9702,resolution,24,28.58,274
1214,9704,resolution,72,76.1,245
1215,9705,resolution,8,9.04,62
1216,9706,resolution,24,25.14,68
1217,9714,resolution,72,75.92,235
1218,9718,resolution,24,29.18,310
1219,9724,resolution,24,25.57,94
1220,9725,resolution,24,28.96,297
1221,9726,resolution,24,29.05,302
1222,9728,resolution,24,29.28,316
1223,9735,resolution,24,28.56,273
1224,9738,resolution,24,25.7,102
1225,9753,resolution,72,75.04,182
1226,9775,resolution,8,11.9,234
1227,9780,resolution,24,25.45,87
1228,9782,resolution,24,27.24,194
1229,9785,resolution,72,74.42,144
1230,9810,resolution,72,74.25,135
1231,9811,resolution,24,26.09,125
1232,9814,resolution,72,77.08,304
1233,9815,resolution,4,9.58,334
1234,9836,resolution,4,9.44,326
1235,9838,resolution,24,27.5,210
1236,9872,resolution,72,77.93,356
1237,9878,resolution,72,73.02,61
1238,9880,resolution,24,29.11,306
1239,9892,resolution,72,73.97,118
1240,9893,resolution,72,75.03,181
1241,9918,resolution,24,25.35,81
1242,9922,resolution,24,29.43,326
1243,9935,resolution,24,28.46,267
1244,9939,resolution,24,28.6,275
1245,9953,resolution,72,76.99,299
1246,9958,resolution,24,27.8,227
1247,9969,resolution,24,26.7,162
1248,9972,resolution,72,74.53,152
1249,9988,resolution,8,12.75,284
